device_type,brand,model,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,psu_watts,wifi,bluetooth,weight_kg,warranty_months,price
Laptop,Gigabyte,Gigabyte Blade N5W,2019,Windows,Mainstream,AMD,AMD Ryzen 5 4238,3,8,16,2.4,3.5,NVIDIA,RTX 40 70,3,8,32,SSD,512,1,Mini-LED,15.6,1920x1080,60,80,90,0,Wi-Fi 5,5.0,1.3,24,1833.99
Desktop,Gigabyte,Gigabyte Arena JL1,2023,Windows,ATX,Intel,Intel i5-14625,3,10,20,2.8,3.6,Apple,Apple Integrated,2,4,16,NVMe,512,2,IPS,24.0,3440x1440,90,0,0,850,Wi-Fi 6,5.2,16.0,24,1418.99
Desktop,Gigabyte,Gigabyte Creator 49K,2025,Windows,SFF,AMD,AMD Ryzen 5 5380,3,8,16,2.8,3.7,Apple,Apple Integrated,3,6,32,NVMe,2048,1,OLED,32.0,1920x1080,60,0,0,550,Wi-Fi 6,5.1,10.0,36,1762.99
Desktop,Samsung,Samsung Pro GBB,2024,Windows,ATX,AMD,AMD Ryzen 5 5259,3,10,20,2.8,3.7,NVIDIA,RTX 30 60,2,6,16,NVMe,2048,2,IPS,27.0,2560x1440,144,0,0,550,Wi-Fi 5,5.2,6.0,12,1645.99
Laptop,Lenovo,Lenovo Creator 4SP,2022,Windows,Ultrabook,Intel,Intel i5-12741,2,6,12,2.2,3.1,NVIDIA,RTX 30 50,1,4,8,SSD,256,1,LED,14.0,1920x1080,120,90,45,0,Wi-Fi 6E,5.0,2.37,24,1105.99
Desktop,HP,HP Arena UWS,2025,Windows,Full-Tower,AMD,AMD Ryzen 5 4837,2,6,12,2.6,3.7,AMD,RX 7000 60,2,6,16,NVMe,2048,2,Mini-LED,24.0,1920x1080,60,0,0,650,Wi-Fi 6E,5.1,10.0,12,1494.99
Desktop,Samsung,Samsung Creator IBK,2020,Windows,ATX,AMD,AMD Ryzen 7 6921,4,14,28,3.0,4.0,NVIDIA,RTX 20 70,3,8,32,SSD,2048,1,LED,32.0,1920x1080,60,0,0,850,Wi-Fi 5,5.0,9.0,12,1749.99
Desktop,Samsung,Samsung Arena UQD,2018,Windows,ATX,AMD,AMD Ryzen 7 5575,4,14,28,3.0,4.0,NVIDIA,RTX 20 70,3,8,32,NVMe,256,2,LED,27.0,2560x1440,60,0,0,300,Wi-Fi 7,5.2,10.0,24,1290.99
Laptop,Apple,Apple Slim ORJ,2023,macOS,Mainstream,Apple,Apple M1 Pro,4,12,12,2.6,3.7,Apple,Apple Integrated,2,4,32,SSD,512,2,Mini-LED,15.6,1920x1080,240,60,65,0,Wi-Fi 6,5.0,2.0,12,2437.99
Laptop,Lenovo,Lenovo Zen MTK,2024,Windows,2-in-1,Intel,Intel i5-11589,2,8,16,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,SSD,512,1,QLED,15.6,2560x1600,120,90,180,0,Wi-Fi 6E,5.0,1.5,36,1532.99
Laptop,Lenovo,Lenovo Legion P7U,2025,Windows,Gaming,AMD,AMD Ryzen 5 5428,3,10,20,2.4,3.3,Apple,Apple Integrated,4,0,32,NVMe,2048,1,LED,16.0,1920x1080,60,99,120,0,Wi-Fi 7,5.0,1.73,24,1806.99
Desktop,HP,HP Pro FU7,2022,Windows,ATX,AMD,AMD Ryzen 9 6650,6,24,48,3.4,4.4,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,1024,1,LED,32.0,3440x1440,60,0,0,750,Wi-Fi 6E,5.1,7.0,12,2163.99
Laptop,Dell,Dell Air FQ3,2023,Windows,Mainstream,Intel,Intel i5-14378,3,10,18,2.4,3.4,NVIDIA,RTX 40 80,4,10,32,NVMe,1024,1,QLED,15.6,1920x1080,120,90,90,0,Wi-Fi 7,5.2,1.5,12,2000.99
Laptop,ASUS,ASUS Pro EIY,2020,Windows,Gaming,AMD,AMD Ryzen 5 3923,3,8,16,2.4,3.3,NVIDIA,RTX 40 70,3,8,32,SSD,256,1,LED,14.0,2560x1600,60,60,45,0,Wi-Fi 6,5.2,1.87,24,1936.99
Laptop,Acer,Acer Slim PG3,2019,macOS,Mainstream,Intel,Intel i5-12483,3,8,16,2.4,3.3,AMD,RX 7000 60,2,6,24,NVMe,1024,1,OLED,15.6,1920x1080,165,90,90,0,Wi-Fi 6,5.0,1.7,24,2105.99
Laptop,Dell,Dell Blade DOQ,2020,Windows,Mainstream,Intel,Intel i5-10793,3,8,16,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,NVMe,512,1,OLED,15.6,2880x1800,120,70,90,0,Wi-Fi 7,5.0,1.7,36,2160.99
Laptop,Lenovo,Lenovo Slim C7H,2025,Windows,Ultrabook,AMD,AMD Ryzen 5 4268,2,6,12,2.2,3.2,AMD,RX 7000 60,2,6,16,Hybrid,512,1,OLED,17.3,3840x2160,90,70,65,0,Wi-Fi 6,5.2,2.14,24,1857.99
Desktop,Apple,Apple Arena K72,2018,Windows,Full-Tower,Apple,Apple M1 Max,2,6,6,2.6,3.6,Apple,Apple Integrated,2,6,16,SSD,512,2,IPS,24.0,1920x1080,60,0,0,750,Wi-Fi 5,5.1,5.0,12,1270.99
Desktop,HP,HP Creator J22,2022,Windows,Mini-ITX,AMD,AMD Ryzen 5 7711,2,6,12,2.6,3.4,AMD,RX 7000 60,2,6,16,NVMe,2048,1,LED,24.0,2560x1440,60,0,0,550,Wi-Fi 6,5.3,12.0,12,1209.99
Desktop,MSI,MSI Think RDC,2022,macOS,ATX,Intel,Intel i5-12390,2,6,10,2.6,3.7,NVIDIA,RTX 30 70,3,8,16,SSD,4096,2,IPS,27.0,1920x1080,144,0,0,550,Wi-Fi 6E,5.0,8.0,12,1758.99
Laptop,HP,HP Blade J4W,2020,macOS,Gaming,Intel,Intel i7-13790,4,12,24,2.6,3.6,Intel,Arc A770,5,0,64,NVMe,512,1,LED,15.6,1920x1080,165,50,90,0,Wi-Fi 6E,5.3,2.0,12,2341.99
Desktop,Acer,Acer Station BX7,2025,Windows,Full-Tower,AMD,AMD Ryzen 7 4613,4,12,24,3.0,3.9,NVIDIA,RTX 30 80,4,10,72,NVMe,256,2,OLED,32.0,2560x1440,120,0,0,750,Wi-Fi 6,5.2,9.0,36,2008.99
Laptop,HP,HP Stealth VOF,2024,macOS,Ultrabook,Intel,Intel i9-12168,6,24,48,3.0,3.8,NVIDIA,RTX 40 80,4,10,96,Hybrid,1024,1,IPS,14.0,3840x2160,144,60,90,0,Wi-Fi 6E,5.2,1.87,24,3284.99
Desktop,HP,HP Station VNK,2022,macOS,SFF,Intel,Intel i3-12227,1,4,8,2.4,3.3,Apple,Apple Integrated,1,4,8,NVMe,2048,1,LED,27.0,3440x1440,120,0,0,550,Wi-Fi 6E,5.0,10.0,24,1484.99
Laptop,Dell,Dell Pro NXA,2018,Windows,Gaming,Intel,Intel i7-12646,4,12,24,2.6,3.6,AMD,RX 6000 80,4,10,64,HDD,256,1,LED,13.3,1920x1080,60,60,65,0,Wi-Fi 6E,5.1,1.12,12,1783.99
Laptop,Dell,Dell Pro TKC,2024,Windows,Gaming,Intel,Intel i7-10123,5,16,30,2.8,3.9,NVIDIA,RTX 20 80,4,10,64,SSD,256,1,IPS,14.0,1920x1080,120,56,65,0,Wi-Fi 6,5.2,2.37,24,2179.99
Laptop,ASUS,ASUS Think UEH,2019,Linux,Gaming,Intel,Intel i7-10202,4,12,22,2.6,3.5,NVIDIA,RTX 40 80 Ti,5,12,72,Hybrid,512,1,LED,14.0,1920x1080,60,80,65,0,Wi-Fi 6,5.3,1.57,12,2190.99
Laptop,Lenovo,Lenovo Zen P4U,2022,Linux,Ultrabook,Intel,Intel i7-10299,5,16,32,2.8,3.8,Apple,Apple Integrated,4,0,64,NVMe,2048,1,QLED,14.0,2880x1800,120,70,45,0,Wi-Fi 6,5.1,1.57,24,2359.99
Laptop,Apple,Apple Think I94,2022,Windows,Gaming,Apple,Apple M2 Pro,6,26,26,3.0,3.9,Apple,Apple Integrated,6,0,128,SSD,1024,1,LED,15.6,1920x1080,120,56,90,0,Wi-Fi 6,5.1,1.5,24,3428.99
Laptop,Apple,Apple Pro ZZF,2024,Windows,Ultrabook,Apple,Apple M3 Pro,5,16,16,2.8,3.8,Apple,Apple Integrated,5,4,96,SSD,2048,2,LED,13.3,1920x1080,90,99,65,0,Wi-Fi 5,5.1,0.92,36,2902.99
Laptop,Dell,Dell Slim V9M,2020,Windows,Ultrabook,Intel,Intel i5-10114,2,6,12,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,SSD,512,1,IPS,14.0,1920x1080,60,50,180,0,Wi-Fi 6,5.3,1.57,12,1057.99
Laptop,Dell,Dell Zen C3D,2025,Windows,Gaming,Intel,Intel i5-11939,2,6,12,2.2,3.2,AMD,RX 7000 60,2,6,16,NVMe,512,1,IPS,15.6,1920x1080,60,70,90,0,Wi-Fi 6,5.2,2.5,24,1535.99
Laptop,Dell,Dell Slim YL6,2022,Windows,Gaming,Intel,Intel i3-12280,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,SSD,256,1,LED,16.0,1920x1080,165,70,180,0,Wi-Fi 6,5.3,1.33,12,1023.99
Desktop,ASUS,ASUS Pro XIU,2022,Windows,Full-Tower,AMD,AMD Ryzen 5 5433,3,8,16,2.8,3.8,NVIDIA,RTX 30 70,3,8,32,SSD,1024,2,Mini-LED,24.0,3440x1440,60,0,0,1000,Wi-Fi 6E,5.2,9.0,24,1817.99
Laptop,Lenovo,Lenovo Zen 7XQ,2019,Windows,2-in-1,Intel,Intel i5-13486,2,6,12,2.2,3.0,NVIDIA,RTX 20 60,2,6,16,HDD,2048,1,LED,13.3,2880x1800,120,50,65,0,Wi-Fi 6,5.0,1.52,12,1403.99
Laptop,ASUS,ASUS Creator R8O,2025,Windows,Mainstream,Intel,Intel i7-10209,4,12,24,2.6,3.7,NVIDIA,RTX 30 60,2,6,32,Hybrid,256,1,OLED,15.6,1920x1080,60,56,65,0,Wi-Fi 6,5.2,1.7,12,1933.99
Laptop,HP,HP Slim 3UQ,2023,Windows,2-in-1,Intel,Intel i7-11925,5,16,32,2.8,3.9,NVIDIA,RTX 40 80,4,10,64,HDD,256,1,IPS,13.3,1920x1080,60,56,65,0,Wi-Fi 5,5.0,1.32,12,2148.99
Laptop,Lenovo,Lenovo Zen 45O,2022,Windows,Ultrabook,Intel,Intel i3-13960,1,6,12,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,SSD,512,1,Mini-LED,15.6,2560x1600,60,60,65,0,Wi-Fi 6E,5.2,1.7,36,1432.99
Desktop,MSI,MSI Station XTZ,2020,ChromeOS,Full-Tower,AMD,AMD Ryzen 5 4491,3,10,20,2.8,3.9,Apple,Apple Integrated,3,4,32,Hybrid,512,3,IPS,24.0,3840x2160,60,0,0,450,Wi-Fi 5,5.0,15.0,24,1548.99
Laptop,Samsung,Samsung Blade DL6,2023,Windows,Mainstream,Intel,Intel i5-11100,3,8,16,2.4,3.5,Apple,Apple Integrated,3,2,32,SSD,256,1,Mini-LED,15.6,1920x1080,144,80,65,0,Wi-Fi 6E,4.2,1.7,12,1561.99
Desktop,Apple,Apple Arena PG1,2023,Windows,Micro-ATX,Apple,Apple M2 Pro,5,18,18,3.2,4.0,Apple,Apple Integrated,6,0,96,SSD,1024,2,Mini-LED,32.0,2560x1440,120,0,0,650,Wi-Fi 6,5.3,12.0,36,2891.99
Laptop,HP,HP Creator CX3,2024,Windows,Mainstream,Intel,Intel i5-12545,3,8,16,2.4,3.2,NVIDIA,RTX 30 80,4,10,32,HDD,512,1,IPS,15.6,2560x1600,90,80,180,0,Wi-Fi 6,5.2,1.7,12,2197.99
Laptop,Apple,Apple Think MF2,2024,Windows,Gaming,Apple,Apple M1,1,6,6,2.0,3.0,Apple,Apple Integrated,1,0,8,NVMe,2048,1,IPS,15.6,2880x1800,144,60,90,0,Wi-Fi 7,5.3,1.3,24,2112.99
Laptop,Dell,Dell Nitro IYG,2025,Linux,Ultrabook,AMD,AMD Ryzen 5 4961,3,8,16,2.4,3.4,NVIDIA,RTX 40 80,4,10,32,NVMe,2048,1,QLED,15.6,1920x1080,60,50,65,0,Wi-Fi 6E,5.0,3.0,36,2166.99
Desktop,MSI,MSI Arena 12Q,2022,macOS,ATX,Intel,Intel i5-11823,3,8,16,2.8,3.7,NVIDIA,RTX 30 70,3,8,40,SSD,256,1,LED,24.0,1920x1080,60,0,0,450,Wi-Fi 7,5.1,15.0,24,1380.99
Laptop,Dell,Dell Stealth CPC,2018,Windows,Gaming,Intel,Intel i7-13771,4,14,26,2.6,3.7,NVIDIA,RTX 30 80 Ti,5,12,64,NVMe,1024,2,LED,14.0,1920x1080,120,56,240,0,Wi-Fi 6,5.2,1.57,24,2459.99
Laptop,HP,HP Creator CMV,2019,Windows,Mainstream,AMD,AMD Ryzen 3 6273,1,6,12,2.0,3.0,NVIDIA,RTX 30 60,2,6,8,HDD,512,1,OLED,15.6,1920x1080,120,60,180,0,Wi-Fi 7,5.2,1.3,12,1353.99
Laptop,Lenovo,Lenovo Legion JLM,2024,Windows,Mainstream,Intel,Intel i5-13625,2,6,12,2.2,3.0,NVIDIA,RTX 40 50,1,4,16,NVMe,2048,1,OLED,14.0,3840x2160,120,56,45,0,Wi-Fi 6,5.0,1.57,48,1763.99
Laptop,Apple,Apple Creator LE9,2020,Windows,Gaming,Apple,Apple M1 Pro,4,12,12,2.6,3.5,Apple,Apple Integrated,4,0,64,NVMe,1024,1,OLED,14.0,2880x1800,120,80,65,0,Wi-Fi 5,5.3,2.37,12,3268.99
Laptop,Samsung,Samsung Creator CVL,2022,Windows,2-in-1,Intel,Intel i7-11849,5,16,32,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,2048,1,LED,15.6,2880x1800,60,56,90,0,Wi-Fi 6E,5.1,1.7,24,2827.99
Laptop,Samsung,Samsung Think TLL,2025,Windows,Gaming,AMD,AMD Ryzen 5 7857,2,8,16,2.2,3.1,AMD,RX 7000 60,2,6,16,NVMe,256,2,OLED,16.0,2560x1600,120,70,120,0,Wi-Fi 6,5.2,2.03,12,1703.99
Laptop,Apple,Apple Stealth WHR,2024,Windows,Ultrabook,Apple,Apple M3 Pro,6,24,24,3.0,3.9,Apple,Apple Integrated,6,2,128,NVMe,512,1,QLED,15.6,3840x2160,60,70,90,0,Wi-Fi 7,5.1,1.7,12,4304.99
Desktop,ASUS,ASUS Station EP5,2025,Windows,ATX,Intel,Intel i5-12838,3,8,16,2.8,3.8,NVIDIA,RTX 40 80,4,10,32,NVMe,512,2,LED,27.0,2560x1440,60,0,0,1000,Wi-Fi 7,5.2,7.0,12,1617.99
Desktop,Apple,Apple Forge W6B,2022,Windows,Mini-ITX,Apple,Apple M2 Max,2,6,6,2.6,3.6,Apple,Apple Integrated,2,4,16,NVMe,2048,2,LED,24.0,2560x1440,144,0,0,550,Wi-Fi 5,5.2,10.0,24,1779.99
Laptop,Lenovo,Lenovo Stealth 01B,2023,Linux,Mainstream,Intel,Intel i3-12465,1,4,8,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,NVMe,512,1,Mini-LED,14.0,3840x2160,60,60,180,0,Wi-Fi 6E,5.1,1.87,24,1650.99
Laptop,HP,HP Zen TBN,2025,Windows,2-in-1,AMD,AMD Ryzen 5 5617,2,6,12,2.2,3.1,NVIDIA,RTX 30 50,1,4,8,HDD,512,1,LED,15.6,1920x1080,60,56,90,0,Wi-Fi 6,5.3,1.5,12,1324.99
Laptop,Dell,Dell Nitro 3NJ,2023,Windows,Gaming,AMD,AMD Ryzen 3 5359,1,4,8,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,NVMe,512,1,LED,15.6,2880x1800,90,60,180,0,Wi-Fi 6,5.2,2.0,24,1411.99
Desktop,Gigabyte,Gigabyte Cube UE1,2021,macOS,Full-Tower,AMD,AMD Ryzen 7 3774,5,18,36,3.2,4.1,NVIDIA,RTX 40 80,4,10,64,SSD,4096,2,IPS,24.0,2560x1440,120,0,0,1200,Wi-Fi 6E,5.0,7.0,12,2829.99
Laptop,HP,HP Zen 31X,2024,Windows,Gaming,AMD,AMD Ryzen 3 5135,1,4,8,2.0,2.8,NVIDIA,RTX 20 50,1,4,8,HDD,512,1,IPS,14.0,2560x1600,60,60,65,0,Wi-Fi 6E,5.0,0.97,24,1108.99
Desktop,Apple,Apple Cube KJ4,2019,macOS,Full-Tower,Apple,Apple M2 Max,2,6,6,2.6,3.5,Apple,Apple Integrated,2,0,16,NVMe,1024,1,LED,27.0,1920x1080,60,0,0,300,Wi-Fi 6,5.1,10.0,36,1428.99
Desktop,Samsung,Samsung Forge 7AC,2023,Windows,Full-Tower,Intel,Intel i5-13411,3,8,16,2.8,3.9,NVIDIA,RTX 20 60,2,6,16,HDD,1024,4,OLED,27.0,1920x1080,120,0,0,1000,Wi-Fi 6,5.0,13.0,12,1586.99
Desktop,Apple,Apple Creator 7UG,2020,macOS,ATX,Apple,Apple M2,1,6,6,2.4,3.4,Apple,Apple Integrated,1,4,8,NVMe,2048,2,LED,27.0,3840x2160,60,0,0,750,Wi-Fi 6E,5.0,11.0,12,1578.99
Laptop,HP,HP Zen X5I,2018,ChromeOS,Gaming,Intel,Intel i7-12681,4,14,28,2.6,3.6,AMD,RX 7000 80,4,10,64,SSD,1024,1,LED,16.0,1920x1080,60,70,45,0,Wi-Fi 6E,5.2,2.03,24,1881.99
Desktop,Apple,Apple Think QCI,2022,Windows,SFF,Apple,Apple M1 Max,4,12,12,3.0,4.0,Apple,Apple Integrated,5,0,64,NVMe,512,1,IPS,24.0,2560x1440,60,0,0,650,Wi-Fi 6,5.0,12.0,24,2228.99
Laptop,Lenovo,Lenovo Air L34,2023,Windows,Mainstream,AMD,AMD Ryzen 3 4596,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,Hybrid,512,1,OLED,15.6,2880x1800,144,70,65,0,Wi-Fi 6,5.0,1.1,24,1474.99
Laptop,ASUS,ASUS Air PFA,2021,Windows,Gaming,AMD,AMD Ryzen 7 4993,4,12,24,2.6,3.6,NVIDIA,RTX 30 80,4,10,72,SSD,1024,1,OLED,14.0,1920x1080,120,60,90,0,Wi-Fi 5,5.2,1.57,12,2315.99
Laptop,Acer,Acer Stealth QID,2018,Linux,Mainstream,AMD,AMD Ryzen 7 6793,5,16,32,2.8,3.6,NVIDIA,RTX 30 90,6,16,96,Hybrid,256,1,QLED,14.0,3840x2160,60,60,45,0,Wi-Fi 6,5.2,2.87,12,2821.99
Laptop,Acer,Acer Stealth YSY,2023,Windows,Gaming,Intel,Intel i5-10166,2,8,16,2.2,3.1,NVIDIA,RTX 40 60,2,6,16,NVMe,1024,2,LED,15.6,2560x1600,120,70,120,0,Wi-Fi 6,5.0,1.3,24,1758.99
Desktop,Acer,Acer Creator MZL,2023,Windows,ATX,AMD,AMD Ryzen 7 6970,4,12,24,3.0,3.8,NVIDIA,RTX 40 80,4,10,64,NVMe,1024,2,OLED,27.0,1920x1080,60,0,0,1000,Wi-Fi 6,5.3,9.0,24,1816.99
Desktop,Apple,Apple Creator 13O,2023,Linux,SFF,Apple,Apple M3 Max,5,16,16,3.2,4.0,Apple,Apple Integrated,5,2,96,NVMe,512,1,OLED,32.0,3840x2160,120,0,0,650,Wi-Fi 6,5.3,6.0,12,2617.99
Laptop,ASUS,ASUS Legion 6O5,2022,Windows,Mainstream,Intel,Intel i7-10969,5,16,32,2.8,3.7,Apple,Apple Integrated,4,2,64,Hybrid,256,1,OLED,15.6,2560x1600,90,80,120,0,Wi-Fi 5,5.0,2.0,36,2526.99
Desktop,Apple,Apple Cube QA8,2020,Windows,Mini-ITX,Apple,Apple M3 Pro,4,12,12,3.0,3.8,Apple,Apple Integrated,4,0,64,NVMe,512,1,LED,32.0,1920x1080,120,0,0,750,Wi-Fi 6,4.2,7.0,24,2077.99
Laptop,Dell,Dell Creator RTZ,2018,Windows,Ultrabook,Intel,Intel i7-11709,4,12,24,2.6,3.5,Intel,Arc A700,4,0,64,SSD,512,1,LED,13.3,1920x1080,120,90,180,0,Wi-Fi 6,5.1,1.32,12,2056.99
Laptop,Samsung,Samsung Nitro XIV,2023,Windows,Workstation,AMD,AMD Ryzen 3 4354,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,SSD,512,1,IPS,16.0,1920x1080,60,56,90,0,Wi-Fi 7,5.1,1.13,36,1227.99
Laptop,HP,HP Think N5U,2022,Windows,Gaming,Intel,Intel i3-14182,1,6,12,2.0,2.9,AMD,RX 5000 50,1,4,8,SSD,512,2,IPS,15.6,3840x2160,90,70,90,0,Wi-Fi 5,5.0,1.5,24,1378.99
Desktop,ASUS,ASUS Think KAD,2023,Linux,Full-Tower,Intel,Intel i7-13870,5,16,32,3.2,4.1,NVIDIA,RTX 40 80 Ti,5,12,96,HDD,1024,2,LED,24.0,1920x1080,144,0,0,1200,Wi-Fi 6E,5.0,5.0,12,2207.99
Laptop,Dell,Dell Stealth SZR,2021,Windows,Mainstream,AMD,AMD Ryzen 7 3475,4,14,28,2.6,3.5,AMD,RX 7000 60,2,6,32,SSD,4096,1,LED,13.3,3840x2160,60,70,65,0,Wi-Fi 6,5.3,1.12,36,1939.99
Laptop,Dell,Dell Nitro 7K5,2025,Windows,2-in-1,AMD,AMD Ryzen 5 4891,3,8,16,2.4,3.3,AMD,RX 6000 70,3,8,32,HDD,256,1,IPS,15.6,2560x1600,165,80,90,0,Wi-Fi 6E,5.3,1.7,36,1625.99
Laptop,ASUS,ASUS Stealth JSV,2024,Windows,Ultrabook,Intel,Intel i9-14289,6,24,48,3.0,4.0,NVIDIA,RTX 30 80,4,10,96,NVMe,512,2,OLED,15.6,2560x1600,60,60,90,0,Wi-Fi 5,5.1,1.1,24,2564.99
Desktop,Razer,Razer Think SHH,2022,Windows,ATX,Intel,Intel i3-12145,1,4,8,2.4,3.3,Intel,Arc A310,1,4,8,NVMe,512,1,LED,24.0,2560x1440,144,0,0,650,Wi-Fi 6,5.1,4.0,24,975.99
Desktop,ASUS,ASUS Arena ZG0,2025,macOS,Micro-ATX,Intel,Intel i5-10948,3,8,16,2.8,3.7,NVIDIA,RTX 40 60,2,6,16,NVMe,512,2,IPS,24.0,2560x1440,90,0,0,550,Wi-Fi 6E,5.0,8.0,24,1938.99
Desktop,Lenovo,Lenovo Forge F0J,2021,Windows,Full-Tower,AMD,AMD Ryzen 9 5306,6,24,48,3.4,4.4,AMD,RX 6000 90,6,16,128,SSD,1024,2,Mini-LED,27.0,1920x1080,60,0,0,1000,Wi-Fi 6,5.0,5.0,24,2605.99
Desktop,Apple,Apple Cube MXF,2024,ChromeOS,Micro-ATX,Apple,Apple M3 Max,3,10,10,2.8,3.8,Apple,Apple Integrated,3,6,32,NVMe,2048,3,VA,32.0,3440x1440,60,0,0,850,Wi-Fi 6E,5.2,11.0,12,1906.99
Desktop,Lenovo,Lenovo Strix D3U,2021,Windows,Full-Tower,AMD,AMD Ryzen 5 6548,3,8,16,2.8,3.9,NVIDIA,RTX 30 80,4,10,32,SSD,256,2,IPS,27.0,3440x1440,60,0,0,300,Wi-Fi 6E,5.3,6.0,24,1902.99
Laptop,Gigabyte,Gigabyte Air 8SX,2023,Windows,Workstation,Intel,Intel i5-11626,3,10,20,2.4,3.4,AMD,RX 7000 50,1,4,16,SSD,512,2,Mini-LED,14.0,1920x1080,60,70,180,0,Wi-Fi 5,5.1,1.57,24,1571.99
Laptop,ASUS,ASUS Creator EMD,2024,Windows,Gaming,Intel,Intel i5-14440,3,8,16,2.4,3.2,NVIDIA,RTX 40 70,3,8,32,HDD,2048,1,OLED,16.0,1920x1080,60,50,90,0,Wi-Fi 6,5.3,1.73,24,1892.99
Desktop,Apple,Apple Arena ZEU,2021,Windows,ATX,Apple,Apple M2,4,12,12,3.0,3.9,Apple,Apple Integrated,5,4,64,Hybrid,256,3,LED,27.0,2560x1440,60,0,0,650,Wi-Fi 6E,5.0,6.0,24,1844.99
Desktop,Lenovo,Lenovo Cube BIN,2021,Windows,SFF,Intel,Intel i5-13784,3,10,20,2.8,3.6,NVIDIA,RTX 30 80,4,10,32,SSD,512,1,LED,24.0,2560x1440,120,0,0,550,Wi-Fi 6,5.1,6.0,12,1859.99
Laptop,Acer,Acer Creator 3LH,2020,Windows,Ultrabook,Intel,Intel i5-12633,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,HDD,1024,1,OLED,16.0,1920x1080,240,70,180,0,Wi-Fi 6E,5.3,1.73,24,1474.99
Laptop,Apple,Apple Air 216,2019,ChromeOS,2-in-1,Apple,Apple M2 Max,4,12,12,2.6,3.4,Apple,Apple Integrated,4,4,72,SSD,1024,1,LED,13.3,1920x1080,120,50,180,0,Wi-Fi 7,5.0,1.12,24,2245.99
Desktop,MSI,MSI Think 92K,2020,ChromeOS,Micro-ATX,AMD,AMD Ryzen 5 5178,3,8,16,2.8,3.8,AMD,RX 7000 70,3,8,32,NVMe,1024,2,LED,34.0,2560x1440,60,0,0,450,Wi-Fi 5,5.2,10.0,12,1431.99
Laptop,Acer,Acer Zen VKO,2022,Windows,Gaming,AMD,AMD Ryzen 5 6812,3,10,18,2.4,3.2,NVIDIA,RTX 30 80,4,10,32,NVMe,1024,1,OLED,15.6,2560x1600,120,50,120,0,Wi-Fi 6,4.2,2.0,48,2123.99
Desktop,Razer,Razer Station W9B,2021,Windows,SFF,Intel,Intel i7-10610,4,12,24,3.0,4.0,NVIDIA,RTX 30 80,4,10,72,NVMe,512,1,OLED,27.0,1920x1080,120,0,0,650,Wi-Fi 6,5.2,4.0,12,2630.99
Laptop,Samsung,Samsung Blade E66,2023,Windows,Mainstream,Intel,Intel i5-10529,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,LED,15.6,3840x2160,120,99,90,0,Wi-Fi 7,5.2,1.5,24,1325.99
Laptop,MSI,MSI Pro 5MR,2021,macOS,Mainstream,Intel,Intel i5-11709,3,8,16,2.4,3.4,NVIDIA,RTX 40 50,1,4,16,HDD,512,1,LED,16.0,2560x1600,240,56,180,0,Wi-Fi 7,5.0,1.73,24,1555.99
Desktop,Apple,Apple Pro 62C,2023,Windows,Mini-ITX,Apple,Apple M2,5,18,18,3.2,4.2,Apple,Apple Integrated,4,0,64,SSD,512,1,LED,24.0,3440x1440,144,0,0,1000,Wi-Fi 6,5.2,9.0,24,2439.99
Laptop,Apple,Apple Think LR2,2025,Windows,Workstation,Apple,Apple M1 Pro,4,14,14,2.6,3.5,Apple,Apple Integrated,4,0,64,NVMe,512,1,OLED,15.6,1920x1080,60,80,90,0,Wi-Fi 6,5.1,1.5,12,2991.99
Laptop,Samsung,Samsung Legion JCD,2025,Windows,Ultrabook,AMD,AMD Ryzen 7 3670,4,12,24,2.6,3.5,AMD,RX 7000 70,3,8,40,Hybrid,512,1,QLED,14.0,2560x1600,60,70,90,0,Wi-Fi 6E,5.2,1.17,12,2461.99
Laptop,Dell,Dell Stealth 89T,2023,Windows,Workstation,Intel,Intel i7-12858,4,12,24,2.6,3.6,AMD,RX 7000 80,4,10,64,HDD,512,2,OLED,14.0,1920x1080,60,80,65,0,Wi-Fi 5,5.2,1.17,12,2296.99
Desktop,HP,HP Creator 80L,2022,Windows,ATX,Intel,Intel i5-13381,3,8,16,2.8,3.7,NVIDIA,RTX 30 70,3,8,40,SSD,256,2,OLED,24.0,3440x1440,60,0,0,850,Wi-Fi 6,5.0,9.0,24,1814.99
